marketPk,eventPk,marketTitle,marketType,outcome,outcomeIndex,truePrice,spread,steps,toReturn,toLose,depthPercentages,seed
EEQ1StSXj4ZBcy1ZCM9AmgR317SycqSXoWt3yMa3WZP2,H8fY4WURAEdJcqF687xWrHMEXW4w41FjrXhYGrAsikFu,Full Time Result,EventResultFullTime,Napoli,0,2,2,2,100,100,"100,75,50",FALSE
EEQ1StSXj4ZBcy1ZCM9AmgR317SycqSXoWt3yMa3WZP2,H8fY4WURAEdJcqF687xWrHMEXW4w41FjrXhYGrAsikFu,Full Time Result,EventResultFullTime,Draw,1,2,2,2,100,100,"100,75,50",FALSE
EEQ1StSXj4ZBcy1ZCM9AmgR317SycqSXoWt3yMa3WZP2,H8fY4WURAEdJcqF687xWrHMEXW4w41FjrXhYGrAsikFu,Full Time Result,EventResultFullTime,Salernitana,2,2,2,2,100,100,"100,75,50",FALSE
ExNNnzaDyK87kjR442CJch5Ds9z9mUb5FzeX32XXdhX1,HEjFBBGCkhV3ERxXqKscajkjwjN1cF6Az8mKvkx1SFNb,Full Time Result,EventResultFullTime,Inter Milan,0,2,2,2,100,100,"100,75,50",FALSE
ExNNnzaDyK87kjR442CJch5Ds9z9mUb5FzeX32XXdhX1,HEjFBBGCkhV3ERxXqKscajkjwjN1cF6Az8mKvkx1SFNb,Full Time Result,EventResultFullTime,Draw,1,2,2,2,100,100,"100,75,50",FALSE
ExNNnzaDyK87kjR442CJch5Ds9z9mUb5FzeX32XXdhX1,HEjFBBGCkhV3ERxXqKscajkjwjN1cF6Az8mKvkx1SFNb,Full Time Result,EventResultFullTime,Lazio,2,2,2,2,100,100,"100,75,50",FALSE
9gfWxpJzRA11ogPnX8bnr9rDbL7ZtpeqrnatiM9JqPSs,HxwYzpk1YK4Jb3bgaYdvLxxB43XwcaKQSWCjRNTFG7Fv,Winner,EventResultWinner,Miami Heat,0,2,2,2,100,100,"100,75,50",FALSE
9gfWxpJzRA11ogPnX8bnr9rDbL7ZtpeqrnatiM9JqPSs,HxwYzpk1YK4Jb3bgaYdvLxxB43XwcaKQSWCjRNTFG7Fv,Winner,EventResultWinner,Milwaukee Bucks,1,2,2,2,100,100,"100,75,50",FALSE
46iKd2fpwemkBGyhqtSZ5vEdUDbNPfeiWfHCKSP1tnWa,pQJnp2qJfJg82ZFCPk41uSpxvmRWYgDeqFXdEW4d539,Winner,EventResultWinner,Miami Heat,0,2,2,2,100,100,"100,75,50",FALSE
46iKd2fpwemkBGyhqtSZ5vEdUDbNPfeiWfHCKSP1tnWa,pQJnp2qJfJg82ZFCPk41uSpxvmRWYgDeqFXdEW4d539,Winner,EventResultWinner,Milwaukee Bucks,1,2,2,2,100,100,"100,75,50",FALSE
DSVFxY8cs2CFVbRTVmg21oShG2QGDaffpiirV2o3aX53,vRRpc9LHKnpkuDSyYgfwV2dWXADPgq6ydpGBkhLnQcR,Winner,EventResultWinner,Memphis Grizzlies,0,2,2,2,100,100,"100,75,50",FALSE
DSVFxY8cs2CFVbRTVmg21oShG2QGDaffpiirV2o3aX53,vRRpc9LHKnpkuDSyYgfwV2dWXADPgq6ydpGBkhLnQcR,Winner,EventResultWinner,Los Angeles Lakers,1,2,2,2,100,100,"100,75,50",FALSE
